Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-11206,1,Waymo LLC,Monthly,6,2025,Jul-25,SADHW2S15M1,Y,,JAGUAR, ,I-PACE, ,2021, ,e801f0c281cadd6,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,23:04, ,5e09559e538f126,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,"Other, see Narrative", , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,21, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 11:04 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a tire on [XXX] at [XXX]. 
The Waymo AV was traveling westbound on [XXX] in the second from the right lane when several tires fell from a trailer pulled by a recreation vehicle traveling westbound on [XXX] in front of the Waymo AV. The tires rolled into the roadway and the front of the Waymo AV made contact with one of the tires, which then went under the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The passenger in the Waymo AV was not belted at the time of the collision.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30610-11331,1,"Zoox, Inc.",Monthly,6,2025,Jul-25,5TDDGRFH8KS,Y,,TOYOTA, ,Highlander, ,2019, ,69e6868ac2b0e76,In-Vehicle (Commercial / Test),206.25.06.12, ,ADS,Verified Engaged,Zoox, , , , ,Y,Y, , , , , , ,Jun-25, ,23:17, ,47713b36db6b69b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,No Injured Reported,Crossing into Opposing Lane, , , , , ,Y, , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,9, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,None, ,Yes, ,"A Zoox vehicle (Vehicle 1), operating in manual mode, was heading south on [XXX], in the southbound lane, approaching [XXX] in San Francisco, when it encountered a passenger car (Vehicle 2) traveling north and occupying both the northbound and southbound lanes on [XXX]. The Zoox vehicle slowed and moved to the right for the oncoming Vehicle 2 however, as Vehicle 2 passed, its driver's side mirror made contact with the driver's side rear of the Zoox vehicle. The driver of Vehicle 2 failed to stop and exchange information. The Zoox vehicle did not sustain any damage, but Vehicle 2 appeared to have sustained minor damage to its driver's side mirror. There were no reported injuries, and the police were not notified.", 
30490-11294,1,"Beep, Inc.",Monthly,6,2025,Jul-25,1FTBW1XMXRK,Y,,FORD, ,Transit, ,2024, ,1c46cfb87d83a4b,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS,Verified Engaged,BEEP Inc, , , ,Y,Y, , , , , , , ,Jun-25, ,7:57, ,8ddd6577855a5ad,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Entering Traffic, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,20, , ,Y, , , , , , , , , , ,Y, , ,Y, , , ,Jacksonville Sheriffs Office, ,Yes, ,"On June [XXX], 2025, a Beep-operated Ford E-Transit (004D) equipped with an automated driving system developed by Oxa Autonomy Ltd. was involved in a collision with a third-party vehicle in Jacksonville, FL. 
While navigating northbound on [XXX], vehicle 004D approached the intersection of [XXX] under automated control. As vehicle 004D proceeded through the intersection, a 2020 Nissan Pathfinder navigating eastbound on [XXX] entered the intersection and struck vehicle 004D on the drivers door. Vehicle 004D had right of way through the intersection with no stop or yield the other vehicle had been stopped at a stop sign prior to the collision. There were no injuries reported at the scene, and both vehicles were driven away from the site of the collision. 
Prior to the collision, the safety operator in vehicle 004D stated that they noticed the other vehicle entering the intersection, applied the vehicles brakes, and steered away from the path of the other vehicle. Though they were able to bring vehicle 004D to a complete stop, they were unable to completely avoid the collision. Review of dashcam footage and of CCTV footage covering the intersection corroborate this narrative. The safety operator was referred for a post-accident drug and alcohol testing after the incident. They tested negative for any impairment. 
Analysis of the ADS logs determined that the ADS had detected the potential collision and had planned an emergency braking action. The safety operators intervention revoked control of the vehicle from the ADS preventing any automated braking actions. 
The [XXX] responded to the accident scene. The driver of the other vehicle was cited for failing to stop at the stop sign, and the JSO CSO noted that vehicle 004D was not at fault for the accident.", 
30410-11101,1,Motional,Monthly,6,2025,Jul-25,PFDKB4AE2RF,Y,,HYUNDAI, ,Ioniq 5, ,2024, ,e16c87bc75c52e6,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS,Verified Engaged,Motional AD Inc., , , , ,Y, , , , , , , ,Jun-25, ,17:06, ,0229e852164543d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , ,Y, , , , ,Y, , , , , , , , , , ,SUV,No Injured Reported,Proceeding Straight, , , , , , , , ,Y, ,Y,"Other, see Narrative","No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , ,Y, , , , , , , , ,Y, , , ,N/A, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"On June [XXX], 2025 at 5:06 PM PT, a Motional AV with VIN [XXX] was operating in autonomous mode in Las Vegas, Nevada. A safety driver was in the driver's seat, and a test engineer was in the passenger seat.
The AV was traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. On the median of the road after the intersection were a series of traffic cones immediately to the AV's left. A piece of debris, which upon viewing the video recording appears to be a large garbage bag, was stuck on and hanging from the lead cone into the road. The AV perceived this debris as a road obstruction, causing the AV to brake. An SUV taxi was following the AV and made physical contact with the rear of the AV. 
Following the contact, the safety driver assumed control of the vehicle and safely pulled over to a safe location to initiate Motional's incident response protocol. The rear of the AV had a minor dent less than $1000 in damage, and there were no injuries, nor were airbags deployed. Law enforcement was not contacted at the time of the incident.",Y
30270-11284,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,11b75b430c54645,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,8:28, ,2b65fb57cedb2be,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 8:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped in the rightmost lane facing eastbound on [XXX] at a red traffic light at the intersection with [XXX]. An SUV traveling southbound on [XXX] made a left turn onto [XXX]. As the SUV approached the Waymo AV, the SUV continued turning and moving forward, turning slightly into the center lane and the front passenger side of the SUV made contact with the rear driver side corner of the stationary Waymo AV, and the front driver side of the SUV made contact with the rear passenger side corner of a passenger car that was stopped in the center lane. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both the Waymo AV and the SUV sustained damage, and Waymo cannot confirm the presence or absence of damage to the passenger car as of the date of this submission.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11281,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,3f4f24f896a024a,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,22:34, ,9d871ee2ff7dfbb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Bus,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 10:34 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a bus on [XXX] near [XXX]. 
The Waymo AV was parked at the curb on the northeast side of [XXX] facing northwest for a passenger drop-off with its hazard lights activated. As a bus traveling in the adjacent right turn lane on [XXX] passed the Waymo AV, a passenger in the Waymo AV opened the rear driver side door and the rear driver side door made contact with the passenger side of the bus. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passengers in the Waymo AV were not belted at the time of the collision as they were preparing to exit the Waymo AV. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11282,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,f30223017135b27,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,14:40, ,ee2c2f62011d1fd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Bus,Property Damage. No Injured Reported,Passing, , , , , , , ,Y, , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 2:40 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a bus on [XXX] at [XXX]. 
The Waymo AV was stopped in the right turn lane facing northwest on [XXX] at the intersection with [XXX], yielding to pedestrians standing inside of the crosswalk while waiting to cross. A bus traveling northwestbound on [XXX] passed the Waymo AV and the passenger side of the bus made contact with the driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passengers seated in the rear of the Waymo AV were not belted at the time of the collision. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11280,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S15M1,Y,,JAGUAR, ,I-PACE, ,2021, ,c01ea2068860b0f,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,21:35, ,b073d9500f2a829,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Minor W/O Hospitalization,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 9:35 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southwestbound on [XXX] and stopped in the right lane for a red traffic light at the intersection with [XXX]. The traffic light then turned green and the Waymo AV proceeded a short distance before stopping again to yield to an oncoming active emergency vehicle. A passenger car traveling behind the Waymo AV also proceeded from the green light and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The rider of the Waymo AV alleged a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11279,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,006ffe23c5da72b,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,18:03, ,227230f1de818d3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,1, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 6:03 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] in the second to the right lane when it slowed to yield to a taxicab in the rightmost dedicated transit lane attempting to merge into the Waymo AV's lane of travel. A passenger car traveling behind the Waymo AV approached the Waymo AV from behind, and the front driver side of the passenger car made contact with the rear passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11273,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,a6d787df6b6267f,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,16:19, ,3551e837b0c6d97,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Minor W/O Hospitalization,Parking Maneuver,Y, , , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,Inglewood Police Department, ,Yes, ,"On July [XXX], 2025 at 4:19 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Inglewood, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was stopped at the curb facing north on [XXX] for a passenger pick-up. A heavy truck traveling northbound on [XXX] passed the Waymo AV, and partially turned left towards southwestbound [XXX] in order to position the heavy truck for reversing into a parking location. As the heavy truck turned left, the rear passenger side of the heavy truck made contact with the front driver side of the stationary Waymo AV. After this contact, the heavy truck maneuvered forward towards southwestbound [XXX], then reversed again, maneuvering behind the stationary Waymo AV, and the rear of the heavy truck made contact with a utility pole located on the east side of [XXX]. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV and the utility pole sustained damage. The passenger in the Waymo AV reported a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
31101-11278,1,Avride Inc.,Monthly,6,2025,Jul-25,KM8KN4AE7PU,Y,,HYUNDAI, ,Ioniq 5, ,2023, ,66a16bf385e7efa,In-Vehicle (Commercial / Test),-, ,ADS,Verified Engaged,Avride INC., ,Y, , , , , , , , , , ,Jun-25, ,9:39, ,307f4bfc3e3f219,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Backing, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,0, , , ,Y, , , , , , , , , ,Y, , ,Y, , , ,Austin Police Department, ,Yes, ,"Our car was stopped at the intersection of [XXX] and [XXX], behind a red Ford Fusion. The Fusion suddenly reversed, struck our front bumper, and then left the scene in a hit-and-run.
Damage is minimal: a slightly cracked bumper.", 
30270-11247,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S13R1,Y,,JAGUAR, ,I-PACE, ,2024, ,9244b172b2937e3,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:11, ,b0269ca273ce3a0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 6:11 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a box truck on [XXX] near [XXX]. 
The Waymo AV was traveling northwestbound on a narrow portion of [XXX] when it came to a stop to yield to an approaching box truck traveling southeastbound on [XXX]. While the Waymo AV remained stopped, the box truck proceeded forward to pass the Waymo AV and the driver side of the box truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11249,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S1XR1,Y,,JAGUAR, ,I-PACE, ,2024, ,c2c720898dc1a92,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,11:26, ,4304f70c342cd2e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Changing Lanes, , , , , , , ,Y, , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 11:26 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was traveling eastbound in the rightmost lane on [XXX] when it came to a stop to yield to a stationary passenger car with its hazard lights activated in the Waymo AV's lane of travel near the intersection with [XXX]. The Waymo AV had its hazard lights activated, reversed a short distance, and then came to a stop. A pickup truck approached the Waymo AV from behind and came to a stop. The pickup truck then attempted to change lanes and pass to the left of the Waymo AV, and the passenger side of the pickup truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11246,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,54a02e94e0a19eb,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:59, ,85c4a2c33c09848,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Making Left Turn, , ,Y, , , , , , , , ,Making Left Turn,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,10, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 6:59 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was stopped facing east in the outer dedicated left turn lane on [XXX] for a red light at the intersection at [XXX]. When the light turned green, the Waymo AV initiated a left turn from the outer left turn lane into the center lane of northbound [XXX]. While the Waymo AV was completing its left turn, a pickup truck turning left from the inner dedicated left turn lane entered the center lane of northbound [XXX], crossing the dotted white lane line. The front passenger side of the pickup truck made contact with the driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11245,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,a2e2480e89f9781,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:52, ,8756a4e64fc7a92,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Minor W/O Hospitalization,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 6:52 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling northwestbound on [XXX] and was slowing to a stop for the stop sign at the intersection with [XXX]. An SUV approached the Waymo AV from behind and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. One of the two passengers in the Waymo AV reported minor injuries.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11238,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S14R1,Y,,JAGUAR, ,I-PACE, ,2024, ,fc430eff53d2ba1,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,22:56, ,fb4ea910520b2d9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Changing Lanes, , , , , ,Y, , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On June [XXX], 2025 at 10:56 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped facing northbound on [XXX] in the left lane at a red light at the intersection with [XXX]. A passenger car approached the Waymo AV from behind and began to change lanes to the right of the Waymo AV, and the front driver side of the passenger car made contact with the rear passenger side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
